price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,merchant_rating,merchant_rating_count,countries_shipped_to,badges_count,badge_fast_shipping,shipping_option_price,title_orig,merchant_name,if_score,mh_score,if_flag,mh_flag
4.84,5,100,1,4.09,57,3.9514876700416175,16099,43,0,0,1,2020 Women's Fashion Summer Casual Short Sleeve Round Neck T-shirt Cute Funny Cotton Shirt Tops,styou,-0.16667708831838302,4.777175345712603,False,False
5.0,5,1000,0,4.11,94,4.044844768110387,10436,43,0,0,2,Women's Fashion Sleeveless Pleated Flowy Spaghetti Strap V-Neck Casual Sexy Summer Tank Top,jfdgdfhfyujtyre,-0.2139430814148311,2.558989739614967,False,False
14.0,89,5000,1,3.43,647,4.231746031746032,5985,40,0,0,3,ZANZEA Vintage Womens Short Sleeve V Neck Casual Loose Beach Dress Tunic Kaftan Dresses,skrt,-0.1821200108790501,3.595950862727019,False,False
3.0,60,100,1,3.57,28,3.952,1500,27,1,1,1,Summer loose sling gradually dyed printed one-piece trousers,cgyhapy,-0.2026805032949603,2.3801253048225375,False,False
5.0,5,50000,0,3.93,7088,4.095287866910548,11481,29,0,0,1,Summer Women Chiffon Solid Color O-neck Sleeveless Top Sling Sexy Off Shoulder Loose Pleated T-shirt Blouse Casual Tank Top Plus Size S-6XL,hgjkgk,0.010875904605163633,34.707933252306205,True,True
8.0,11,1000,0,4.13,127,4.30635838150289,173,15,0,0,3,Women Sleeveless Floral Print Dress V-neck Sling Dress Casual Loose Beach Dress,shitongyi12683626,-0.22115732958373635,1.013678047783424,False,False
8.0,25,10000,0,3.65,2324,4.227584840882081,30292,39,0,0,3,Sexy Women Crop Tops High Waist Shorts Floral Bikini Set Beach Swimwear Swimsuit BRE,brendabear,-0.16364909430015934,2.2072583640980454,False,False
8.0,17,1000,1,3.93,426,3.984157051833993,5807,41,0,0,2,3 Colors Fashion Summer Women Sexy Sleeveless Crop Top Cotton Letter Print Sports Bra Top Ladies Casual Vest Tops,liudandan28652,-0.21045256877900054,1.324158191924659,False,False
11.0,30,1,0,5.0,0,4.007246376811594,1380,33,0,0,2,Women Summer Fashion Cotton Overalls Sleeveless Casual Jumpsuits,caogao,-0.1080301114527088,9.635270720517939,False,False
3.7,47,100,1,3.18,11,3.4094707520891365,359,38,0,0,1,2020 Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Bohemia Printed Cotton Beach T Shirt,maxiaoxu,-0.20945671498744495,3.1773423236036846,False,False
12.0,118,20000,1,4.29,4266,4.256076906849893,165915,38,1,0,3,Women Lace Floral White Long Maxi Dress Boho Cardigan Jacket Coat Kimono Kaftan,guangzhouchannytradecoltd,-0.14436321109557576,5.9671876926101675,False,False
14.0,43,1000,1,4.05,167,3.8720443837787855,22711,43,0,0,3,2020 New Arrival Women Spring and Summer Beach Wear Long Thin Cardigan Open Front Kimono Green Leaf Printed Chiffon Cardigan S-5XL,cuiior,-0.2243291257889406,1.5697856621424686,False,False
8.0,75,50,0,4.33,3,4.002933165723864,4773,41,0,0,3,Women Fashion's Lace Sexy Elastic Yoga Shorts Summer Casual Sport Gym Leggings Workout Skinny Short Pants,reyoun,-0.19022817322620228,4.576032725031867,False,False
1.77,2,10000,1,4.03,510,4.237547892720307,783,45,0,0,1,Men's Low Cut Socks Shallow Invisible Socks Spring and Summer Short Socks Pure Cotton Breathable Socks Medias Femininas Socks for Men,happykidsshop,-0.1810028912329858,2.809145666946164,False,False
3.73,9,5000,0,4.14,856,4.145660706498037,2293,44,0,0,1,Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops,yuwenxiu,-0.21044495190288814,2.087469696489881,False,False
8.0,22,100,0,3.92,12,4.049640276733805,65189,43,0,0,2,Joe Exotic Tiger King Print Women Summer O-neck Short Sleeve T-Shirt Casual Graphic Tees Plus Size,witkeybl,-0.2282708224781128,1.186330092159599,False,False
18.0,27,5000,1,4.09,1903,4.052917060864081,15855,42,0,0,5,Men Fashion Plus Size S-3XL Denim Shorts Men Summer Autumn Fashion Vintage Style Jeans,postonny,-0.17191311275731697,3.29945389819505,False,False
4.0,4,100,1,4.07,46,3.884543645859239,32168,48,0,0,1,Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,广州唯适唯服饰有限公司,-0.18527914530654105,3.857940326751038,False,False
5.68,7,10000,0,3.89,1232,4.05448038176034,7544,41,0,0,1,4 Color New Arrival Women's Fashion Casual Sexy Vest Summer Fashion Solid Color Spaghetti Strap Halter Tank Top O-neck Cotton Leisure Brief Sexy Slim Fit Top Plus Size Pure Color Vest Tank Top Tunic Top Backless Top,nanguoguan,-0.17572863182899406,2.3384861069103793,False,False
1.75,6,50,1,3.0,2,4.06901509705248,2782,35,0,0,1,Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,sklioppp,-0.14466048971697926,6.367568077980466,False,False
14.0,84,100,1,4.13,60,3.7078916372202593,849,43,0,0,3,2020 NEW Women's Fashion Floral Print Harem Pants 7 Colors Wide Leg Long Pants Palazzo Trousers Yoga Pants Women Casual Trousers Spring Summer Plus Size,idooryou,-0.16592293847046097,4.7924309870209845,False,False
6.0,9,10000,0,4.04,2211,4.032946686271306,55089,41,0,0,2,Women Summer LOVE Printed Sleeveless Tank Top T-shirt,benna,-0.17711007176228843,2.5019945611031127,False,False
5.0,5,1000,1,3.77,435,4.288179242853464,3883,39,0,0,1,Sexy Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,huabaoxuanhandicraftshop,-0.1851419291731377,3.4781632387889805,False,False
2.71,3,20000,0,4.03,7022,4.04915734980066,151249,38,0,0,1,Summer Crop Top Women Tank Tops Halter Vest Casual Camisole Croped Shirt Women Tops ,mermaidskiss,-0.07070664283722161,6.631565399549652,False,False
7.0,26,5000,0,4.01,542,4.216694976947343,8242,37,0,0,2,Womens Floral Print Cold Shoulder Ruffled Summer Short Sleeve Flowy Blouse Plus Size Sexy Tops,ruoqiongshop,-0.2171353572144335,2.146642615437429,False,False
4.0,4,50,1,1.0,1,3.515748031496063,254,44,0,0,1,Women Summer Elegant Floral Print Sleeveless Deep V Neck Casual Print Jumpsuit Summer Romper Women Jumpsuit,laibingozhiwei,-0.028665309227747793,24.514289995409033,False,False
6.0,6,100,1,3.13,8,4.079885575038406,18877,41,0,0,2,Women's Fashion Summer Casual Short Sleeve Round Neck Printed Not Today Letter T-shirt Cute Funny Printing Cotton Shirt Tops,paoyeye,-0.18020183190665567,5.437833676544225,False,False
8.0,17,10,0,5.0,0,3.625,8,48,0,0,3,Vintage Kawaii Harajuku T Shirt Women Ullzang Cute 90S summer T-shirt Funny Cartoon Graphic Tshirt 90s Fashion  Tees Female,wenqiaoyouuoo,-0.06323762408034295,12.93368193518828,False,False
4.0,4,100,1,4.24,41,3.8584998362266623,3053,50,1,0,1,New Women's Fashion Summer O-neck Cotton T-shirt Loose Printed Blouse Casual Short Sleeve Tops Ladies Fashion Plus Size Shirt,lalalafash,-0.17861213538038984,4.037117687320447,False,False
11.0,20,10000,0,3.92,2841,3.871635276048824,12371,41,0,0,3,Womens Stripes Lined Up Double Up Tankini Top Swimwear(Plus Size),lirenlanfan,-0.16875493108045186,2.274412834781019,False,False
12.0,59,5000,0,3.47,371,4.062360801781737,3592,41,0,0,3,7 Colors Women Summer Fashion Bikini Set Floral Print High Waist Swimsuit Casual Sexy Crop Tops + Shorts Two Piece Set Bathing Suit Swimwear Beach Wear Halter Tankinis Plus Size,chenqinq,-0.17917007537756696,2.460694376018968,False,False
11.0,11,1000,0,2.99,228,4.032864741641338,5264,17,0,0,2,Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,myunxiaodian,-0.1593997955345181,4.354553046628474,False,False
1.91,2,10000,0,4.05,697,4.105460608586911,2399,22,0,0,1,XS-8XL Women Faashion Summer V-neck Sleeveless Tops Loose Pleated Tank Tops Ladies Fashion Swing Flowy Hem Shirs Summer Vest Shirs Tunic Cotton Blouses,chenhai1028,-0.15660344048072883,3.250905808842135,False,False
5.7,58,50000,0,3.45,8164,4.096233744650796,96276,45,0,0,1,Sexy Thong Cheeky Bottom Women Beachwear Brazilian Bikini Bra Swimwear Bathing S M L XL,公狼网络科技有限公司,-0.010505823561002159,35.31771264041966,False,True
8.0,17,5000,0,4.47,907,4.397350993377484,1963,40,1,0,2,Summer Sexy Womens Bag Buckle Tank Tops Crop Top Vest,fashionbelts,-0.18878318507088682,3.011179735707099,False,False
5.72,9,100,0,2.5,4,3.899490167516388,1373,33,0,0,1,New Women Ladies Fashion Elastic Waist 3/4 Jogging Capri Summer Faith Printed Drawstring Casual Sport Fitness Pants,tongxiao,-0.1267752940785256,7.980368312652954,False,False
2.0,10,100,0,3.2,10,3.99063829787234,8225,41,0,0,1,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,premiumfa,-0.19950556388405916,3.7301299526073732,False,False
9.0,9,1000,0,4.16,129,3.9401585284685674,16527,43,0,0,3,Women Fashion Cute Ruffle Tops Summer Spaghetti Strap Sleeveless Tees Pretty Summer Vest Women's Clothes,neellery9cd3a918dad411e5bd3a0274b988e369,-0.20182305668523826,2.9169923151115085,False,False
6.0,9,1000,1,3.67,304,4.024242424242424,3300,42,0,0,2,8 Colors Women New Fashion Tops Blouse Sleeveless Round Neck Love Print Tops T Shirts Summer Casual Women Tops Shirts,longlongchenchen,-0.2129932364942263,0.7034934996495895,False,False
3.0,3,1000,1,3.08,109,3.964591733870968,7936,38,0,0,1,Fashion Summer Dress Sexy Women Casual Sleeveless Beach Short Dress Tassel Solid White Mini Lace Dress Plus Size,bazaretsaintfrusquinc81f273ad6c611e5aa81062170e5f359,-0.17897323251813751,3.8942380199223097,False,False
9.0,10,10000,0,4.15,2587,4.306990358126722,5808,31,0,0,3,plus size Women Ladies Fashion Wide Strap Polka Dot Swimdress and Short XS-8XL,beesflyingbutterfly,-0.15191209999570315,3.8015134730455205,False,False
8.0,8,10000,1,3.98,1612,3.939481594918042,35262,42,0,0,3,Summer Fashion Moon Phases Printed Shirt T-shirt Ladies Casual Short Sleeve V-neck Tee Tops,spy89ping163com,-0.18728807641582174,4.275208490977015,False,False
12.0,75,100,1,2.82,28,3.034482758620689,29,38,0,0,3,Summer New Women's Fashion V-neck Floral Printed Loose Dress Sleeveless Elegant Maxi Dress Halter Dress XS-5XL,truthustrading,-0.2264074826881366,2.043500284685165,False,False
11.0,13,100,1,3.8,5,4.020434709634105,23832,41,0,0,2,2020 New Fashion Women's Colorful Mouth Butterfly Print Yoga Suit Sexy Sleeveless Fitness Sports Jumpsuit Bodycon Shorts Summer Rompers Plus Size S-5XL,allenfan,-0.20299809344290082,2.6013631570061744,False,False
9.0,22,100,1,3.3,10,3.9514876700416175,16099,43,0,0,3,2020 Women Girl Fashion Cute Printed Ribbed Cherry Tank Top Cropped Sleeveless Summer Top Vest Crop Tops,styou,-0.20270221371718294,2.3284045989951956,False,False
5.92,9,100,1,3.71,17,4.2128867998433215,5106,43,0,0,1,New Summer Fashion Hot Sale Pingu Noot Noot Motherfu*kers Vintage Women Casual Cotton Short Sleeve Cartoon T Shirts Plus Size S-5XL,zhenhaogouwuche,-0.21557293218973306,1.1227842546691114,False,False
8.0,48,1000,0,4.34,794,4.337349397590361,3403,9,1,0,2,Women Fashion Casual Summer Sleeveless Blackless Vests Tank Tops Spaghetti Strap Floral Printed Chiffon Off Shoulder Blouse,lanbanwang,-0.1439339652607699,7.2463171938677355,False,False
11.0,134,100,1,3.54,28,4.071651090342679,1926,46,0,0,3,Womens Short Sleeve Baggy Summer Beach Midi Dress Ladies Shift Kaftan Dresses S-5XL,scomely,-0.22002279990910917,2.408601187764765,False,False
15.0,115,50000,1,3.94,6735,4.256076906849893,165915,38,0,0,4,Women Lace Beach Boho Maxi Sundress Sleeveless Long Dress Party Holiday Strapless Dresses,guangzhouchannytradecoltd,-0.08525157153732543,8.332493178640595,False,False
1.68,2,1000,1,3.95,238,4.045170200666179,12309,23,0,0,1,Women Summer New Flip Flops Sandals Beach Shoes Slipper Shoes Comfortable Open Toe Sandals Vintage Anti-slip Breathable Summer Casual Shoes Plus Size ,greatexpectationstechnology,-0.2152455804885815,1.4240989870642806,False,False
24.0,59,1000,1,4.21,762,4.308276199804114,4084,26,0,0,6,Water toys row float ,ruxinggu,-0.136233781024446,5.806329885252957,False,False
5.65,26,100,0,3.67,33,4.299207397622193,3028,32,0,0,1,Puppy Dog Cat Canvas Baseball Cap Outdoor Pet Sun Hat Pet Supplies Virsor Caps,qb_fashion,-0.2180586028593865,1.7825481915447141,False,False
16.0,106,100,0,4.07,76,4.2336827213684005,15551,40,0,0,5,Women Summer Sundress Gown Flare Tiered Crochet Floral Lace Dress,asyouwill,-0.1775743900620806,5.773870588458863,False,False
7.0,7,5000,0,3.32,579,4.0583906954664135,4213,31,0,0,2,Women Summer Print Striped Casual Dress Tank Dress Vest T Shirt Blouse,singingthesong,-0.15306737949503701,3.35467218892771,False,False
8.0,27,5000,1,3.98,921,4.216412924163604,41906,43,0,0,3,Women Wrap Banded Draped Out Hi Low Asymmetrical High Waist Open Maxi Skirt,fengshangtrade,-0.2194110181133917,2.5489261185966976,False,False
5.65,9,5000,0,4.23,1002,4.088904951210697,5534,20,0,0,2,XS-8XL Ladies Summer Tunic Tops Sleeveless Off Shoulder Shirts Womens Fashion Casual Loose Cotton Blouse T Shirts Backless Camisole Vest Solid Color Plus Size Tank Tops,startradingcompany,-0.18716379390781307,2.54008831635028,False,False
1.8,2,1000,1,3.68,76,4.041371158392435,4230,20,0,0,1,Plus Size Fashion Dresses Summer Clothes Women's Casual Cotton Sleeveless Dress Loose Solid Color Pleated Tank Top Mini Dress Ladies Deep V-neck Beach Wear Party Dress,wisefield,-0.21129494677806093,1.8311008503967319,False,False
1.75,6,50,1,3.0,2,4.06901509705248,2782,35,0,0,1,Fabric Waist Trainer Vest Hot Shaper Summer Shaperwear Slimming Adjustable Sweat Belt Body Shaper,sklioppp,-0.14466048971697926,6.367568077980466,False,False
9.0,108,1000,0,4.06,252,3.849511290866195,5934,42,0,0,3,Summer New Women's Fashion Jeans Denim Shorts Loose Casual Curling Shorts Elastic Band Jeans,shishishi,-0.20789243582671574,2.8562412864789257,False,False
5.0,5,100,0,4.5,6,3.8675471698113206,10600,45,0,0,2,Summer Fashion Women Sexy Lace Strap Shirt Tops Solid Color Sleeveless Top Blouse,sangboostore,-0.16118980804144212,5.208394111869688,False,False
6.0,13,1000,0,3.51,79,3.870734673438729,13979,43,0,0,2,2020 Plus Size Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Bohemia Printed Cotton Beach T Shirt,youngirls,-0.20869866051693048,0.8721076163304784,False,False
6.0,22,1000,1,4.19,201,4.417272462925269,3439,55,0,0,2,Outdoor Sand-proof and Waterproof Pocket Beach Blanket Portable Compact Multifunctional Lightweight Outdoor Travel Blanket  Nylon Mat for Beach Picnic Camping Hiking Activities,xiaoya888,-0.23667918439970076,1.5092180229524255,False,False
13.0,25,100,1,3.42,79,3.9504034000864423,27764,41,0,0,3,Summer Women Fashion Floral Short Dress Spaghetti Strap Sweetheart Sheath Dress,higheight,-0.13713311501442288,6.493863758818451,False,False
7.0,50,1000,1,4.08,408,3.967484133824336,12763,41,0,0,2,Fashion Women's Black Tanks Feather Print Workout Fitness Vest Top Sexy Summer Sleeveless O Neck T Shirt Tops,llegaiyy,-0.21137235521997866,2.7606104361357504,False,False
12.0,14,50,0,3.88,8,3.8846153846153846,52,22,0,0,3,NEW Red Bull Summer Mens Casual Shorts Pants Loose Cotton Movement Dry Quickly Fitness Shorts,fengguijieshop,-0.20181940174963026,2.098711383529884,False,False
5.71,13,1000,1,4.23,317,4.242653006201133,3709,38,1,0,1,Summer Womens Bow Tie Plaid Romper Dress Jumpsuit Shorts Suspended Checked Pants Beach Dress,xuezhongfei,-0.21627403220414004,1.3110361585861041,False,False
11.0,51,100,1,3.0,4,4.001277435837882,17222,43,0,0,2,"2020 New Arrival Women's Fashion Funny ""HIPPIE SOUL"" Printed Cute T-shirts Summer Short Sleeve Tops Shirts Graphic Tees Plus Size S-5XL",广州新昌国贸,-0.16657233415686445,5.8250324686363495,False,False
3.79,49,20000,0,3.93,8412,4.046825382901455,56999,8,0,0,1,2018 Plus Size Summer Women Fashion Sexy V-neck Lace Up Plaid Blouse Tops Irregular Short Sleeve Shirt（S-5XL）,kam,-0.09315332245987706,6.541851359049408,False,False
8.0,10,100,0,3.39,18,3.682758620689655,290,23,0,0,2,Women Summer Floral Printed Short Sleeve Dress Ladies Casual V Neck Dresses Plus Size Dress XS-5XL,lycwang,-0.21705459937971294,1.4089204039636796,False,False
2.0,3,20000,0,4.09,6689,4.04915734980066,151249,38,0,0,1,Sexy Womens Casual Slim Sleeveless Tank Cami Vest Blouse Crop Top Fitness Vest,mermaidskiss,-0.09061080608318905,5.571435105357059,False,False
6.0,22,1000,0,3.74,518,4.016772974249941,4233,38,0,0,2,New Women Summer Fashion Womens Sleeveless Floral Print Sling Dress Party Evening Dresses Maxi Dress Beach Dress Sundress V-Neck Long Robes Plus Size S-5XL,chenkaili,-0.2054489272742453,2.0114208745607,False,False
6.0,6,50,0,4.2,15,3.7222222222222223,144,20,0,0,2,Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,linsongda,-0.17212988503132604,4.224053616692438,False,False
8.0,25,1000,1,4.25,220,3.900294695481336,4072,43,0,0,3,Shorts for Women Cotton Sport Yoga Shorts Women Fashion Lace Patchwork Fitness Panties Bottom Summer Athletic Lounge Short Pants,masacoltd,-0.1972004568689354,2.3270864633061397,False,False
11.0,152,1000,0,3.91,808,3.908359907316066,87178,43,0,0,2,Women's Fashion Summer Sexy Slimn Fit Denim Shorts High Waist Jean Shorts NS0122,aqlangweigarmentstradingcoltd,-0.14051577783192992,7.444050388063419,False,False
1.65,2,1000,1,3.67,191,3.9587902370003536,5654,38,0,0,1,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,zuilangmands,-0.21848380832997788,1.1090132825420804,False,False
8.0,22,10000,0,3.7,904,4.084799278304015,6651,43,0,0,3,Women Fashion Double-Layer Sports Shorts Quick-Drying Yoga Sports Leggings Fitness Shorts,wuxinqiudress21076,-0.17021441069705667,1.8864977986458369,False,False
5.0,51,10,0,5.0,0,3.989830508474576,295,36,0,0,1,Womens Summer Fashion Lip Print 2pc Set Ladies Casual Round Neck Short Sleeve T Shirt and Shorts,hxt520,-0.10950639759878078,11.206880463676091,False,False
11.0,50,100,1,3.0,9,2.9411764705882355,17,36,0,0,3,New Hot Sale Summer Fashion Women Girl A-line Mini Short Gress Loose Sleeveless Flamingo Vintage Floral Print Gress,zhihuigshop,-0.2130870283046422,2.7842923949460334,False,False
7.0,13,10000,0,3.12,567,3.849511290866195,5934,42,0,0,2,S-5XL New Fashion Women Tops Blouse Sleeveless V-neck Solid Color Tank Top Women Summer Shirt Tops Plus Size,shishishi,-0.12191205488655654,2.308272570613611,False,False
6.0,6,100,0,3.93,41,4.04915734980066,151249,38,0,0,2,Women Lace Boho Bikini Cover Up Cardigan Blouse Long Sunscreen Blouse,mermaidskiss,-0.20951147313568408,2.9146630398218623,False,False
7.0,14,100,0,4.24,50,4.143965517241379,1160,43,0,0,2,2020 5 Color Summer New Fashion Women Tops Blouse Plus Size Sleeveless Strappy Tank Tops Cross Back Tops Summer Causal Tops for Women S-5XL,libopeng,-0.1980998091453527,1.727472471525335,False,False
1.65,2,1000,1,3.67,191,3.9587902370003536,5654,38,0,0,1,New Fashion Summer Women Casual Dress Round Neck Loose Big Swing Skirt Sleeveless Soild Color Beach dress,zuilangmands,-0.21848380832997788,1.1090132825420804,False,False
11.0,106,20000,1,3.92,10150,4.068664567807756,25093,45,1,1,3,Mayzero New Summer Women Long Beach Dress Boho Floral Print Sexy Split,hechuang1001,-0.11463961610987627,5.521658416530478,False,False
11.0,85,1000,1,4.08,454,4.334078212290502,895,40,0,0,3, 3 Colors New Fashion Summer Ladies Casual Jumpsuit Long Suspender Overalls Bib Pants,heilnielmiw,-0.2120952731300877,2.7010854354018328,False,False
8.0,72,1000,0,4.01,153,3.91247582205029,4136,41,0,0,2,2019 Summer 2 Color Women Fashion Bikini Set Spaghetti Strap Crop Top High Waist Triangle Swimwear Leopard Print Two Piece Push Up Bathing Suit Swimsuit,mayone,-0.22045215138943108,2.4551572905771755,False,False
9.0,46,100,0,4.86,7,4.228007181328546,2228,74,0,0,3,100pcs Summer Disposable Sweat Pad Perspiration Absorbing Guard Underarm Armpit Sweat Pad Pure Antiperspirant Adhesive Underarm Pads,zhaoyunyun,-0.17632741431157772,4.363367966661197,False,False
6.0,10,1000,0,3.0,87,3.6767241379310343,232,20,0,0,2,XS-5XL Plus Size Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,songliling,-0.18255637212902753,1.5451344314838251,False,False
8.0,10,100,0,4.07,58,4.040650406504065,123,23,0,0,2,Summer Women Sling Dress V-neck Floral Pleated Strap Casual Pocket Large Dress,liliangyu151800,-0.1838544824515717,3.497148345478198,False,False
2.0,2,100,1,2.92,12,3.9754098360655736,366,25,0,0,1,Women Summer Shorts Lace Up Elastic Waistband Loose Panties Plus Size,linpingstore,-0.1738120915587073,5.751056701961065,False,False
8.0,13,100,0,4.04,57,4.231842338352524,4516,51,0,0,2,6 Color Summer Women Printed Bckless Tank Tops Women New Fashion Slim Sleeveless Yoga Fitness Vest Casual Lady Tops Plus Size S-5XL,huaxianglarou,-0.1883216064421243,2.3436569381347288,False,False
22.0,159,1000,0,4.04,235,4.097966728280961,541,80,0,0,5,Palm Angels Sanskrit Short T-shirt Hip Hop Streetwear Oversize Summer Kanye West Tops T shirt,liuxiaojun,-0.2346572354389398,1.978046020332276,False,False
6.0,6,1000,1,3.73,142,3.8584998362266623,3053,50,0,0,2,Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton Beach T Shirt Plus Size,lalalafash,-0.2218907269774814,2.199464206818857,False,False
6.0,38,5000,0,4.22,958,4.293899648587566,213709,40,0,0,2,Women Fashion Off-shoulder Tank Top Casual Blouses Crop Tops T-Shirt emilyandlily New Top,simple_style,-0.21574283497320268,3.3473477291078226,False,False
9.0,50,100,1,3.84,37,3.948409020698177,3237,42,0,0,3,2020 Running Shorts High Waist Legging Plus Size S-3XL 3 Color Summer New Women Fashion Solid Color Safety Shorts Yoga,raverks,-0.22925410305971083,1.4707220909186014,False,False
6.0,6,20000,1,3.71,2706,4.0732797140303845,6714,38,0,0,2,Sleeveless Floral Print Elegant Dress Drawstring Waist Slim Party Beach Maxi Dress ,mlhaxzylgfashionstore,-0.16421350071386542,3.965433424032389,False,False
9.0,33,5000,0,3.81,719,4.166509285489456,139788,45,0,0,3,Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,yiwuelectronicinternational,-0.21625588385074168,1.8991820179448111,False,False
18.0,47,100,0,4.62,34,4.2266211604095565,1465,82,2,1,5,Men Summer Running Shorts 2 in 1 Sports Jogging Fitness Shorts Training Quick Dry Short Gym Shorts Sport Pants,liuxixi,-0.1938935691114198,1.6669374187307322,False,False
11.0,108,5000,0,2.95,299,3.8730828220858897,2608,52,0,0,3,Fashion Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls S-XXXL,xiaojun579,-0.1229584258323152,4.3440376703864665,False,False
13.0,13,1000,0,3.7,332,4.0644762845849804,4048,52,0,0,3,S-2XL Women Sunflower Print Pattern Strap Dress Female Summer Fashion Flower Sling Skirt Youth Girls Dress Strap Dress,williampollard,-0.20816682789831437,2.4893505259099387,False,False
11.0,38,20000,1,3.66,8971,4.105127474525448,73701,42,0,0,2,Women's Summer Maxi Casual Dresses Cotton,beauty_baby_baby,-0.11320340066529233,3.462016946817256,False,False
9.0,34,50,0,5.0,0,4.07420278004906,14676,41,0,0,3,Women Crop Tops Deep V Neck Sleeveless Slim Fit Solid Tops For Summer,adreaboutique,-0.10993470940804184,9.53200002441475,False,False
6.0,7,50,0,2.67,3,4.058951965065503,1374,8,0,0,2,Women's Summer Sleeveless Tank Cotton Vest Printed Tank Tops,tiefanye,-0.13227698436847318,8.605805208205398,False,False
2.83,3,20000,1,3.62,1742,3.918754945924558,3791,20,0,0,1,XS-8XL Plus Size Dresses Summer Fashion Clothes Womens Deep V-neck Sleeveless Maxi Dresses Ladies Casual Spaghetti Strap Loose Beach Wear Floral Printed Halter Party Dress,recherchesg,-0.16423189275162176,3.1905963387571585,False,False
7.0,159,5000,0,3.39,1632,4.081783081783081,8547,41,0,0,2,4 Color Spring and Summer Women's Fashion Jumpsuit Casual Loose Solid Tank Jumpsuit Long Suspender Overalls Bib Pants Rompers Wide Leg Pants,pumpkincarriages,-0.13746826758373365,3.2249704524548495,False,False
15.0,28,100,1,3.23,69,3.850613154960981,897,51,0,0,4,Summer Women Sexy Floral Short Dress Spaghetti Strap Sweetheart Sheath Dress,qysm6688,-0.140169254408898,4.9439681739665335,False,False
14.0,68,5000,1,3.44,734,4.226462715105162,13075,40,1,0,3,Women Summer Long Dress Spaghetti Strap V Neck Irregular Hem Holiday Casual Party Dress Sundress Plus Size S-5XL,summernights,-0.18662683606279223,3.1987602534317654,False,False
12.0,14,10,0,5.0,0,3.8846153846153846,52,22,0,0,3,New Summer Men Cat Caterpillar Bulldozer Short Pants Sport,fengguijieshop,-0.09511488005420055,11.102003625567345,False,False
5.8100000000000005,30,100,0,2.61,18,3.8947606995807047,26473,41,0,0,2,2020 Women Fashion V-neck Solid Color Slim Fit Casual Cotton Two Pieces Sports Wear,denasfashion,-0.1618904262734105,6.2866589513310895,False,False
16.0,22,100,1,3.15,72,3.4177215189873418,79,34,0,0,4,2020 New Men's Fashion Short Sleeve T-Shirt   Shorts Men Sports Set Men Casual Summer Men's Set,huangdewen,-0.15540002848093382,5.898414447242603,False,False
8.0,42,1000,0,3.95,449,4.025364206665138,47981,40,0,0,2,Summer Fashion Women's Seamless Tube Top Basic Long Bandeau Layering Ribbed Stretch Tee,unnistore,-0.2165830003255214,2.1383296560098497,False,False
12.0,13,10000,0,3.56,893,4.087737366687378,117487,42,0,0,3,Sexy Women Summer Beach Lace Sleeveless Party Evening Cocktail Skater Mini Dress,fashionshowstyle,-0.14498677212665023,2.9100791505670798,False,False
11.0,76,1000,1,4.1,364,4.149140785117452,6343,40,1,0,2,Boho Vintage Women Floral Printed Long Dress Sleeveless Summer Ruffle Casual Maxi Tunic Dresses Robes Vestidos,ufeelme,-0.2234204209350351,2.3113313444539814,False,False
11.0,14,1000,0,3.93,651,4.279492401691995,6383,83,0,0,3,Women Two Pieces Floral Print Bikini Set High Waist Sport Shorts Swimsuit Bathing Suit,xff,-0.15229431723216835,4.373123962080993,False,False
7.0,13,50000,1,3.35,9075,4.103759813878616,839882,40,0,0,2,Fashion Women Back Deep V Sexy Backless Vest Tank Sleeveless Slim Tops womens Tshirt,fashionshow,-0.054834096239794516,7.575887306802552,False,False
5.0,5,10000,1,3.88,1109,4.153665091898569,59903,50,0,0,2,Women's Fashion Casual Summer Loose off shoulder Floral print Tops,redisland,-0.1884521392074981,3.7104974707117835,False,False
6.0,47,1000,0,4.28,134,3.862313807208458,25914,43,0,0,2,2019 Punk Style Women Skeleton Printed Premium Bodycon Slim Fit Soft Elasticity Black Summer Casual Shorts,streetstyle,-0.18858869465206562,3.5389846245527505,False,False
